review,emotion
맛은 있는데 빨리 나가라고 재촉하시네여,0
저한텐 너무 짜더라고요,0
비싼데 맛있어요,1
맛은 있는데 서비스는 조금 아쉬워요,0
미나리가 들어간 송탄스타일 부대찌개  근데 이걸 이 가격에,0
진짜 맛있음 인생부대찌개,1
넘 맛있는 밥도둑 부대찌개집 미나리랑 고기가 듬뿍 들어가서 건강한 맛나요 직원 어머님분들도 친절하시구 음식도 금방 나와서 후딱 먹고 갈 수 있어요,1
너무 가게 좁고 시끄러움 맛있어도 밥먹으면서 얘기하기 어려우면 정말 방문할건지 다시 생각해봐야한다고 생각합니다 그렇게 다른 부대찌개랑 다른 맛은 아님,0
가볼만한 미나리가 맛있는 집,1
담백하다,1
미나리 넣어줘서 좋아요 사람이 너무 많고 좁아서 번잡한건 아쉬워요,1
내 인생 최고의 부대찌개,1
친구가 유명맛집이라며 데려간곳 친구도 민망해하며 미안하다고 함 맛이 바뀌었다함 부대찌개가 왠만해선 맛없기도 힘든데,0
겁나 불친절,0
부대찌개 라기보다 소고기 전골같은 느낌 국물이 시원하고 맛있다,1
흔히 생각하는 자극적인 부대찌개가 아니라 뭔가 건강한 맛 미나리 좋아하는 사람이면 좋아할 맛 굳이 등심으로 안시키고 그냥 부대찌개 시켜도 될 것 같습니다,1
부대찌개 등 국물이 진하고 깔끔 미나리의 식감과 향 최고 등심부대찌개는 비싸다는 생각이 드네요 일반 먹어봐야겠네요,1
어우 서비스 왜이래요 정말 공기밯 원,0
오랜 시간 인기 있는 이유를 알겠네요 느끼하지도 칼칼하지도 자극적이지도 않은 모든 이들을 두루 만족시킬 수 있는 담백한 스타일이네요 가격은 좀 있는 편이에요,1
비싼데 맛은 그냥 그래요 더맛있는 부대찌개집 많아요,0
추천 포인트가 하나도 해당안되는 식당인 것 같습니다 음식 응대 가격 등등 블루리본 서베이에 대한 신뢰성이 떨어지는 계기가 될 것 같네요 그냥 미라니 향 가득한 부대찌개입니다,0
평범의 극치 내부는 매우 정신없음,0
비싼데 이정도 퀄리티가 주변에는 없어서 종종 가게되는 근데 그렇다고 대단한 맛집까진 아닌 근데 맛있는 딱 점짜리,1
맛은 평범하고 여름에는 내부가 더워요 등심부대찌개에 들어가는 등심은 생각보다 얇고 부드럽진 않아요 소세지도 저렴한 맛 납니다 이번에만 그런걸수도 있지만 전화해서 주차장 위치 물어봐도 안알려줘서 블로그 글에 있는 링크만 믿고 그곳에 댔는데 알고보니 이름만 같은 다른 곳이었네요 주차장 잘 찾아 가시길 바랍니다,0
다른 부대찌개 집이랑 맛이 다르긴해요 미나리가 너무 맛나요 근데 햄종류는 두가지 인듯 하고 ㅠㅠ 네모난 햄은 스팸이 아니네요,1
서비스가 좋지는 않아요 맛은 낫베드,1
미나리 부대찌개 깔끔한 맛,1
서비스와 위생은 잘모르겠음 식사시간에 항상 사람이 많음 다른 곳과 다른 느낌의 부대찌개,0
맛있는데요 등심 부대찌개 드셔보세요 전 값어치 한다고 생각합니다,1
다른데서 먹어볼 수 없는 맛이에요 맛있어요,1
비싸다고 생각될 수 있지만 다데기와 육수가 리필돼서 가성비 맛집,1
맛있는데 너무 비쌈 밥한공기 천원은 진짜 선넘었지 ㅋㅋ 인 한테이블로 먹는거보다 인씩 먹는게 좋을듯,0
오래된 집이고 유명한 집인데 내겐 그닥 평택이나 의정부보다 나은게 뭔지,0
아래 댓글작업마냥 월 일에 점이 무데기로 달리는 마법,1
공기밥 천원은 선을 넘네요 배부르게 먹는게 죄는 아니잖소 라면사리 무한 공기밥 무한집도 저 가격보단 적습니다 방송탄 음식점 중 대다수가 원자재 인상을 빌미로 가격 이슈가 있다는데 실망,0
음 서비스가 너무 안좋아요 솔까 부대찌개는 어딜가나 맛이 없을수없는거고 그걸 떠나서 홀에 안경쓴 아주머니는 아주 그냥 제가 본 식당종업원중에  불친절하셨고 종업원들중에 조선족 아줌마들이 몇몇 섞여계셨는데 중국어로 굉장히 시끄럽게 손님귀에들리도록 대화를 하시더군요 같은 손님인거 마냥 참고로 저는 화교에요 직원교육좀 부탁드립니다 공깃밥원은 그냥 음식맛있게먹으면 되지만 한번 각인된 불친절함은 손님들의 발걸음을 다신 그곳으로 찾지 않을겁니다,0
공기밥 추가 천원 받는곳,0
홀에 안경쓴 아주머니 서비스개판 손님한테는 밥값천원 직원분들은 천원어치 드시던데 식사하고 있는데 직원들식사한다고 계산하라고 쫒네ㅋㅋㅋ 가게 사장님 자리비우지마시고 직원들 교육 제발 잘 시켜요 다신안와요ㅋㅋ,0
안경쓴 아주머니 너무 불친절하고 상은 너무 더러워요 너무 더러워서 상 닦은 사진,0
맛있게 잘 먹었습니다,1
미나리 처돌이라서 부대찌개 자체는 극호 자주 생각나고 너무 맛있음 근데 등심부대찌개는 없어도 될 메뉴이다 등심부대찌개는 진짜 절대 시키지마세오 돈아까움,1
미나리 부대찌개라 그런지 간 사람들 모두 호불호 갈림 그래도 사전에 알고왔기에 전반적으로 만족 특히 미나리 좋아하는 사람은 재방문 의사 있다고함 햄보다 해물이 어울릴 맛,0
년 넘게 찾고 있는 곳 미나리가 들어간 부대찌개가 대표 메뉴,1
웨이팅하고도 먹을맛 같아요 안질려요,1
아 만원짜리 부대찌개 치고는 우리집앞 천원짜리 신가네 부대찌개보다도 맛없음ㅠㅠ 음 왜지 왜 인기가 많은거지ㅠㅠㅠㅠ 나 별점도 후하게 주는 편이고 안가리고 다 잘먹는데 좀 기억에 남을만치 별로였음 사장님 정말 친절하시고 바쁜데도 상냥하시고 테이블 회전율도 정말 빨라서 좋은데 메인 메뉴가 너무 내입맛에 안맞았음 미나리 많이 때려넣은 텁텁한 고추장찌개 느낌 절반은 남긴듯 그냥 간간이 네모난 소고기가 작게 씹힌다 말고는 왜가는질 모르겠음 물에 넣고 끓이니까 한우인지도 모름 걍 소세지도 싸구려맛 나고,0
소주 및 맥주 원,0
부대찌개 맛집 재방문 할 것 같아요,1
마딛네요 사장님모자이 친절 하심,1
맛은 있으나 너무너무 시끄럽고 정신없음 대화할 따 큰소리로 말해야 겨우 들릴 정도 서빙하는아주머니들 매우 불친절 주문도 제대로 못받음,0
마늘향이 진하게 나는데 그게 저는 좋아요 감칠맛이 엄청 진해서 중독성이 강해요 다만 위에 미나리가 보다시피 엄청 많은데 미나리향을 싫어하는 저는 다 걷어내고 먹느라 좀 고생했네요 떡 사리도 기본으로 많이 들어가는데 떡을 싫어하는 저는 떡도 걷어내고 먹었어요 미나리랑 떡은 계산할 때 물어보니 빼주실 수 있다고 하네요 부대찌개 자체는 너무 맛있어서 다음에 떡 미나리는 빼고 먹으려구요 엄청 맛있어요 재방문의사 ,1
맛있어야 마땅한 가격인데 맛있어요 간고기를 넣었는데 국물이 질척이지 않고 깔끔해요,1
별로에요 미나리찌개 같음,0
와 부대찌개에서 구더기가 나왔어요 너무 충격적이여서 사진도 못찍고 그냥 나왔는데 음식장사 그렇게 하지 마세요 가게도 더럽고 진짜 완전 최악입니다,0
맛은 나쁘지 않으나 사실 부대찌개가 맛이 없을 순 없다 그럼에도 맛에서는 점을 주고 싶은게 자극적이다기보단 깔끔한 맛이 신선해서 좋았다 메뉴는 그냥 기본 부대찌개가 나을 듯 싶다 고기 넣어도 별차이 없고 가격만 크게 차이남,0
솔직히 그냥 그래요 티비 보고 멀리까지 찾아갔는데 등심부대 이인분에 고기도 적고 티비에서랑 완전딴판 박명수가 맛있다해서 갔는데 실망한 일인,0
내 인생 부대찌개,1
점심시간에 주문도 빨리 받으시고 음식 나오는 속도도 아주 빨랐어요 부대찌개는 당연 맛있었고 라면사리 추가 꼭 하세요 ㅎㅎ 바닥이 보일때까지 먹고 왔습니당,1
서울에서 기억에 남는 부대찌개집 미나리가 생소한데 잘어울리는 맛,1
미나리가 풍성하게 들어가 있어서 그런지 국물이 말도 못하게 깊고 맛있습니다 인생 부대찌개네요 사장님이랑 직원분들도 친절히 맞아주셔서 좋았어요,1
그알 유튜브 지선씨네마인드 박지선 교수님 픽 부대찌개집,1
인생 부대찌개 반찬으로 나오는 백김치 너무 좋아요 국물 시원깔끔해요 라면사리 꼭 추가해드세요,1
역삼역 맛집이라는 소리를 듣고 기대하여 방문하였는데 자리에 앉기전부터 직원의 서비스가 인상을 찌뿌리게 만들었습니다 카운터쪽에 있는 직원은 주차장 차를 보며 주차 이런식으로 하면 어떡하냐며 들어온 손님 안내보다는 차주 찾는데 급급하고 다른직원은 손님이 오든 안오든 신경을 안씀 벌쭘히 계속 서있다가 안내안해줄것 같아서 대충 앉을려고 여기앉으면 되냐고 큰소리로 물으니 거기말고 옆 테이블에 앉으라고 그럴거면 처음부터 안내를 해주던지요 앉으니 바로 오더니 두개요 이러더라고요 메뉴를 보지도 못했는데 앞에서 주문서들고 서있는데 재촉하는 느낌 어떨결에 그렇게 달라고했네요  이렇게 주문받는게 당연한건가요 대체로 뭘로드릴까요 이러지 않나요 주말이라 점심시간에 사람이 많지도 않았습니다 그리고 찌개가 나오고 두번 오더니 말없이 뚜껑열어 뒤척거리다가 그대로 뚜껑가지고 가더군요 진짜 말한마디없이 가만히 있다가 국물다 쫄았네요 보통 먹어도 된다는 의미로 맛있게드세요드셔도되요라고 말해준답니다 음식 맛도 중요하지만 그만큼 서비스도 중요한거 아닐까요 직원들이 보통정도만 했어도 좋았을텐데 인분에 원인데 가격대비 맛 서비스 부족하다고 느꼈습니다 기대하고 갔는데 실망이 큽니다 재방문은 안할것같아요,0
울회사 직원들이 좋아하는  ,0
맛과 별개인 서비스 평점입니다 계산하시는 분과 남성 직원님은 친절했으나 여성 직원서빙들은 대체로 다 불친절했습니다 남성직원분께 좌식 식탁에도 앉아도 된다는 말씀에 앉았는데 본인들여성 귀찮다고 대놓고 불평을 한번도 아니고 여러번 했습니다 그거 때문인지 서빙할때도 턱턱 놓고 설명도 알아듣지도 못하게 하고 그냥 가시고 먹는데도 기분 나쁜 표정으로 쳐다보고 불편한 식사가 됐네요 이렇게 기분 나쁜 식사는 처음이네요 부대찌개 집게로 한번 섞어줄때도 말없이 와서 대충 번 뒤적이다가하나도 섞이지 않아 젓가락으로 직접 다 풀었습니다 제가 손에 들고 있던 뚜껑도 말없이 휙 가져가시고 절대 다시 안 올 것 같습니다 덕분에 처음 후기 적어봅니다 등심부대찌개 인분 원밥 포함 라면사리 별도,0
돌아다니시는 남자직원분 아주 친절하고 좋았어요 근데 인분에 원인데 양이 정말적어서 놀랐어요ㅜㅠ 맛도 괜찮은데 밥이 말도 안되게 적고 공기밥이 원인데 저 정도 양이면 좀번 추가했는데도 적었어요 가격을 내리거나 최소한 밥은 공기밥사이즈에 맞게 주셔야할거같아요 사람은 많고 인기는 많네요,0
년에 최소 한번은 가게 되는 곳,1
미나리가 은근 잘 어울려서 놀랐다 약간 비싼 것 빼고는 다 괜찮다,1
존맛대스요 근처 가면 무조건 다시 갑니당,1
지금까지의 부대찌개 집 중 등,1
가야는이유  미나리가 올라가 향긋한 부대찌개 안가는이유  일반적 부대찌개랑은 달라서 부대찌개  미나리가 올라간게 이색적이고 간고기와 햄 양도 나름 넉넉한듯 일반적 부대찌개보단 탕 같은 기분도,0
일반적인 부대찌개 맛을 기대하면 실망할 수 있어요 맛 자체는 나쁘지 않지만 부대찌개라기 보다는 탕 느낌이었어요 가격도 그렇고 또 갈 것 같진 않네요,0
재료가 신선하고 맛있어요,1
맛있어요,1
서초역 두꺼비 식당과 나란히 하는 부대찌개 맛집,1
미나리랑 부대찌게 조합 맛잇어여,1
맛있고 무난하지만 자극적인 부대찌개와는 거리가 있는곳 기대하면 실망할맛,1
미나리향이 좋지만 국물이 좀 느끼하고 가격이 넘비쌉니다,0
굿,1
오랜만에 너무 맛있는 부찌먹음 서비스만 아쉽,1
부대찌게라고 하기에는 부족하고 미나리맛만 나서 매운탕 먹는 느낌 호불호가 갈린다 난 불호,0
부대찌게에 미나리 괜찮았음 깔끔한 맛에 먹은 곳,1
미나리가 들어가서 깔끔하고 시원한 고급스러운 느낌의 부대찌개,1
좀 짰지만 미나리가 담뿍 들어가고 햄도 많아 좋았어요,1
젤맛있음,1
너무 맛있게 잘 먹었어요,1
점심시간에 먹기 좋아요,1
미나리랑 고기들이 어우러져 담백하면서도 얼큰하니 맛있다 진짜 다른 부대찌개들하고는 비교가 안 되는 맛이어서 계속 생각난다 기존의 부대찌개를 생각하면 안 된다,1
기대하면 실망 그냥가면 만족,0
가지마세요,0
맛있어요,1
미나리 상태 별로 안 좋아요,0
다른 부대찌개보다 덜 느끼해요,1
부대찌개 아주 맛있습니다 이정도로 맛있는 햄 소세지 못먹어본것 같아요 만족하고갑니다,1
딱 서울분들이 좋아할만한 깔끔한 부대찌개 맛이예요 ,0
무난,0
맛있어요 미나리 들어있는게 신선하고 좋았어요 재방문까지는 모르겠는데 한번 가보시는것도 추천,1
부찌에 미나리조합 마싯음 안에 넓어서 웨이팅도 생각보다 짧음,1
맛있고비쌈,1
맛있지만 평이함 인기몰이에 힘입어 비싸게 가격 책정한 듯,0
맛있게 먹었습니다 부대찌개 인분 원이라 조금 비싸고 햄 종류가 많이 없지만 미나리가 들어가서 시원하고 맛있어요,1
미나리를 넣어서 시원하고 맛있는데 비싸요,1
라면사리 추가 역시 맛있음 죄책감이 덜 느껴지는 부대찌개  부대찌개 만원인데 맛있긴 맛있다 으아 미나리 맛남 담엔 라면사리 추가해야지,1
국물맛이 얼큰해서 좋아요 소세지나 햄종류가 다양하지 않고 적은 게 아쉽네요,1
인분은 포장만 가능,0
미나리가 들어가서 색다르네요,1
미나리 국물 맛으로 인해 호불호 나뉨 햄 매운탕 느낌,0
다른 곳보다 약간 비싸지만 맛은 좋음,1
친절하시고 맛있습니다,1
가격이 좀 있지만 먹을 때 마다 항상 만족합니다 밥도 양이 많지만 모자라다 싶은 남자분들은 요청하면 추가비용 없이 그냥 더 줍니다,1
약간 비싼감이 있지만 맛있습니다,1
미나리를 넣는 시원한 부대찌개 특 부대찌게는 한우임을 고려하면 가격이 이해가되지만 애초에 국거리로 쓰이는 부위가 아니기에 그리 현명한 선택은 아님끊임없이 끓여지는 부대찌게 특성상 어느 부위든지 매우 질겨진다 갈때마다 가격이 올라 물가인플레를 체감다능하다,0
원래 맛있는건지 회전율이 좋아서 맛있는지 모르지만 암튼 한끼 먹기 좋은집국물이 진한데 싼맛은 아님 신김치 대신 들어간 미나리가 매력있다 하지만 원 짜리 등심 부대찌개라는 말도 안되는 새 메뉴는 먹어보지도 않았지만 무지 거슬린다여기도 꽤 오래된 집,0
미나리와 마늘향이 중독성 있어요,1
부대찌개,0
걸신 추천의 강남 대 부대찌개 금성스테이크 김씨네,0
부대찌개 인 천원으로 고기듬뿍 미나리 듬뿍 누구에게나 잘 알려져있는 여느 체인점과 다른 독특한 부대찌개를 먹을수있다,1
부대찌게 천원,1
음식은 그냥 그럼 다만 이렇게 한상차림으로 나오는 한식당이 없어서 자주감ㅎ,0
갈때마다 맛있게 먹고오는 집 화장실도 깨끗 보쌈고기 냄새 하나도 안나고 맛있어요 왜 후기가 안좋은지 모르겠는데 친절하시고 음식 맛있습니다,1
별로임 고기 다 식어서 오고 맛도 좀 많이 별로였음 누가 시킨거 주문 잘못들어가서 남은거 먹는그런 온도같음,0
드럽게 불친절하고 맛에 특이사항없는게 맛에 비해 드럽게 맛없습니다,0
계란찜을 플락스틱용기에 넣어서 렌지돌려줍니다 ㅋ 한식이 참 이렇기가 힘든데 ㅋ 몇숟갈만 뜨고 나갑니다 이게 무려 본점,0
맛 무난했지만 이모같이 친절하셔서 기분 좋았어요,0
맛없어요 ㅋ,0
숙회가 비리고 질기고 전골 고기도 질기고 하 음식 최악,0
쌀밥 상태가 오락가락함 무월식탁 가고싶으면 파미에점 가는걸로,0
정말 음식 최악 밥은 무슨 일주일전에 만든 밥 마냥 퍼석퍼석하고 직원들도 불친절함,0
휴일 저녁 시 반에 혼자 갔는데 사람 없고 텅텅인데 아줌마가 창문 바 자리로 가라고 소리지름 ㅋㅋㅋㅋ 황당해서 리뷰창오니까 맨 상단에 아주머니 불친절하다고 써있네요 ㅎ,0
아주머니 불친절합니다 ㅠ,0
장점 분위기 ㄱㅊ 친구들 데려가도 무난 맛도 무난 플레이팅이나 구성이 이쁨 단점 구성이 이쁘지만 그게 다라고 생각함 혼밥하기 되게 안좋음 밑에 리뷰에서 볼수 있듯이 버젓이 자리 많은데 밖에서 기다리라하거나 거절당함 이쁘긴한데 그냥 인스타 갬성 음식집 느낌임 가성비 좋거나 맛집같은 느낌 기대하면 안됨 개인적으로 한식이 너무 땡길때 갈것같은데 그게 아니라면 안갈것 같음 가격에 비해 갠적으로 좀 그닥이라서 결론 무난한데 진짜 한식 땡길때만 가격 눈감은채로 그냥 가는느낌 왜냐면 주변에 한식집 그리 없기때문 그게아니라면 잘 안감 친구들 놀러왔는데 친구중에 갬성좋아하고 한식 너무 먹고싶다하면 그때 데려올듯,0
강남물가 생각하면 적당한 한끼,1
굉장히 시끄럽고 예약 없이 가긴 힘들지만 막걸리 라인업이 나쁘지 않았다,1
생과일막걸리가 맛있는 한식주점 자두랑 청포도가 특히 맛있는 듯하다 다들 얘기하는 고추튀김은 일식처럼 튀겨져 맛있다 그렇지만 전반적으로 막걸리에 비해 매력적인 안주는 부족하다고 느껴졌음  한식주점  ,1
팩트체크 추위가 완벽하게 가시지 않은 비 오는 월의 첫째 주 입니다 때 아닌 오뎅탕 국물이 생각나서 방문 하였습니다 밖에서 보면 굉장히 분위기 있어 보이나 내부적으로는 시끌벅적합니다 음악이 조용하지 않다보니 사람들이 서로 말을 전달하기 위해 더 큰 소리를 냅니다 음식은 전반적으로 맛있고 가격이 아주 비싸지는 않습니다 둘이 막걸리 하나 두부 김치 및 오뎅탕을 먹는데 다소 배불리 먹을 수 있으며 채 만원이 넘지 않습니다 예약하지 않으면 자리 잡기가 힘들어 보입니다 단체손님들도 군데군데 대단위명 이상 앉게 되는데 매장이 넓지 않아서 더욱 시끄러운 분위기가 될 수 있음을 미리 참고 할 필요 있습니다 나름 나쁘지 않은 가격으로 괜찮은 음식을 먹을 수 있는 장소로 추천 드립니다,0
다소 시끄럽지만 개인적으로 안주랑 막걸리 맛은 좋았어요 과일 막걸리가 독특해서 또 갈 것 같아요,1
직원분들도 모두 친절하시고 막걸리 종류가 많아서 좋았음 일단 안주 양이 엄청 많음  김치전은 약간 묵은지인거같은데 호불호 갈릴거같은 느낌 화장실 깨끗한편이고 재방문의사 있음  평일 저녁인데도 사람이 많으니 예약 필수,1
너무 깔끔하고 정갈한 음식 맛있습니다 정갈한느낌 쌈밥 덮밥 보쌈,1
공항에서 파는 한식같은 가격대비 애매한 맛,0
그 비싼 가격대만큼의 퀄리티 실패확률은 적은 듯 무난해요,0
데이트코스 수제막걸리 김치전,1
고추튀김과 수육이 정말 맛있다 안주퀄리티가 괜찮은 강남역에 몇안되는 술집,1
맛이 없진 않습니다만 여자 사장님인지 직원분이신지 아주머니 아르바이트 직원한테 얼마나 눈치를주고 구박을 하시는지 식사하는데 너무 불편하고 불쾌했네요 직원교육을 시키기전에 본인 먼저 돌아보셨으면 좋겠어여 그게 손님들 더 불편하게 하니까,0
맛있는데요 평점 왜낮지,1
블로그 보다 카카오 믿는 이유 후기 딱 이대로 안주너무 늦게 나옴 가성비 하,0
하,0
맛 평범 가성비 떨어짐 분위기 나쁘지 않음 신분증 검사해서 기분 좋았음,0
예약 필요 사람이 많아서 시끄럽다 기분 좋은 시끄러움이 아니라 불편한 소음 수준 가성비는 그닥 육회는 기대 이하였다 아삭아삭,1
메뉴가 전부 평균 이상으로 맛있었어요 웨이팅도 있을만큼 맛집이에요 앞으로도 지금같은 맛이 유지되면 좋겠어요 막걸리 종류가 다양해서 즐겁게 마셨습니다,1
겁나 맛있어용,0
맛있고 친절해요 또 갈거같아요,1
낙삼 누가봐도 뒷다리살인데 삼겹살이라고ㅎ 낙지거의 없음제육볶음 먹고싶은분들 드세요,0
아무 식당 들어가도 먹을 수 있는 맛 김천이 나을 정도입니다 맛없어요 음식을 미리 다 해두는지 차린지 오래된 밥 먹는 느낌이었어요 밥도 너무 질고 맛없었습니다 서빙해주시는 분은 담배냄새 났구요 다신 안갈거같아요,0
모임장소로 방문했었는데 분위기가 괜찮고 음식은 정갈하게 나왔어요 맛은 무난했습니다,1
몇년전에 오고 재방문 한건데 혼밥한다고 자리 많은데도 불구하고 기다리라함 ㄷ ㄷ 내부에 자리가 그렇게 많은데  좀 아니지 않나 더워서 기다렸다가 빡쳐서씀  그렇게 응대할거면 혼밥 된다고 블로그에 쓰지 마세요 ,0
보쌈 며칠지난것처럼 퍽퍽하고 맛없음 카카오맵으로 검색 안해보고 들어간걸 후회할 정도로 맛없고 돈 아까운 식당,0
맛있고 가성비 좋아요,1
고기를 다 딱딱하고 갈라진걸 주면 어떡해요 건조해서 빠싹 마른게 다 보이는 고기를ㅠ 간장새우도 그냥 거의 생새우에 가까운 숙성을 한건지 의심되는 맛,0
맛있고 분위기 좋아요 같이 간 친구들도 모두 좋아했어요 ,1
고추튀김 보쌈 강추입니다 안주맛집 분위기맛집,1
너무 맛없음 제육볶음 먹었는데 학교급식 제육볶음이랑 똑같은 맛남 근데 가격은 겁나 비쌈 딸부자불백 가는 게 훨 나음,0
맛있고 뷴위기 좋아서 다음에 또 방문할 듯 합니다,1
맛있고 분위기 좋음 웨이팅하는 사람들도 많고 시끌시끌 술마시기 좋았음,1
평일에 예약하고 방문했는데 왜 강남역 핫플인지알겠네요 저녁시간에 웨이팅이 상당해서 미리예약하고 가시는걸 추천하구요 바쁜와중에도 직원분들도 너무 친절했고 매장이용하는내내 매장분위기도너무좋았고 주문한 메뉴들 칵테일막걸리들 너무너무 맛있게먹었습니다 기분좋게 한잔하고갑니다 다음에 또올게요 ,1
맛있고 분위기 좋은 핫플이었어요보쌈이랑 고추튀김 강추,1
편하게 한정식 식사할 수 있는 곳 막걸리 맛있어요,0
생맥주는 절대 시키지 마세요 정말 맛 없어서 남겼어요 예전보다 음식 양이나 맛이 줄어들었어요,0
보쌈고기가 조금 질겼어요,0
청포도 막걸리가 존맛탱 보쌈도 촉촉하고 괜찮아요,1
맛이 생각보다 슴슴했습니다,0
자두막걸리 하도 추천해서 마셔봤는데 겁나맛있네요 딸바는 좀 무거운 느낌이고 자두청포도는 가볍고 완전달아요 닭똥집이랑 오뎅탕도 맛있었어요,1
절대 가지 마세요 여자 알바 굉장히 무례함 무슨 생각으로 장사 하는지를 모르겠음,0
무난해요,0
너무 급하게 밥이 먹고싶다면 갈 순 있겠지만 그 외라면 안갈맛,0
한식 제대로 맛볼수 있었습니다,1
한식집 찾으러 갈때 가기 좋아요,1
음식먹다가 국물에서 아주 팔팔 우려진 벌레가 나옴 직원부름 나보고 사과가 먼저가아니라 날라다니다가 들어간거 아니냐고 물어봄 금방 뜬 국에서 나온거라 그렇게말함 근데 생각해보니 겁나 어이없음 그제서야 대충 사과함 날아다니다가 들어가면 괜찮음 야외도아니고 실내 식당인데 적어도 먹는 음식에 벌레가 들어가지않게 관리하는게 당연한거 아님 카페에서도 벌레잡는 기계설치하는 와중에 식당에서 내가 벌레들고다니다가 넣었음 아무리생각해도 기분더러움 그리고 그 벌레 초파리도 아님 생김새가 대충 화장실에서 보이는 나방파리같음 조리시설이 더러운게 아닌지 사장은 확인하고 관리해야할것같음 화장실일수도있고 그렇게 팔팔 끓여진 국 떠먹어서 겁나 기분 잡쳤는데 사과가 먼저가 아닌거에 아주 놀라움  이러든 저러던 장사잘되겠지만 이런식으로 장사하지마세요 진짜 바로사과안하고 날라다니다 들어간거 아니냐고 한게 너무 화가나서 리뷰남깁니다 그리고 세명인데 두명자리에 사이드 의자 줌ㅋㅋ 음식 놓을 자리도 부족했어요,0
음식이 맛있는데 좀 시끄러움 힙한 감성 좋음,1
가격대비 양이 아쉬웠지만 음식 맛있어요,0
다 무난하고 실패 어려운 메뉴지만 술집답게 북적북적이고 서비스가 그닥 신속하거나 좋은 편은 아니던듯 해요,0
안주는 맛있었다 분위기도 좋음  시끌시끌  친절한 편은 아닌듯  음식 느리게나옴 ㅠ,0
한상 잘 나오고 사람 많네요 ㅎㅎ,1
소개팅 친목모임,1
정갈한 컨셉으로는 나오는데 휼륭하게 맛있지는 않다,0
매장이 좀 어두침침하고 밥이 그닥 맛있지 않아요,0
음식이 전반적으로 식고 마르게 나오는 거 같아요,0
소주 및 맥주 원,0
보쌈 국수 정식은 드시지 마세요 반찬 안나오고 국수랑 보쌈 몇점밖에 없는데 가격은 제일 비싸게 되어있음 함정메뉴인듯,0
무난하게 가기 좋은 술집 분위기 좋아서 종종 가요 ,1
맛이없어요 천원짜리 밥집도 맛있는 곳이 널렸는데 두 배 넘는 가격에 이 맛인 건 좀 너무한 거 아닌가 싶음 굉장히 싱거운데 싱겁고 맛있다면 이해가 됐겠으나 그것조차 아님 그냥 싱겁고 맛이 없음,0
ㅋㅋ몇년던에 갔는데 양적고 꼬막비빔밥 신선하지않고 창렬이라 진짜 별로였는데 소식하려고 들렸습니다 재료비 정마류아껴지겠다 생각들 정도로 객관적으로 양도 적고 딱히 갈만한 메리트 없어요 소식하고 싶으시면 가세요 가끔 고기가 덜 익혀져 나올때가 있고 먹고 뱌아플때도 있답니다 점수는 후하게 드릴게요,0
들어가서 대기인 입력하고 입구에서 뻘쭘하게 서있는데 직원분들이 계속 본체만체했어요 한 분 기다리니까 그제서야 말거는데 서비스가 너무 별로여서 그냥 나왔어요ㅠ,0
처음으로 후기 남겨봅니다 낙지삼겹살 시켰는데 안쪽 부분부분이 차가운 이유가 뭔가요 요리한거 냉동했다가 데워주는건지 손님 많은 시간대도 아닌데 음식을 이렇게 내시나요ㅜ 이런 집이 어떻게 체인을 낸건지 의문,0
비빔국수는 먹지마세요 ㅠ 제육이랑 보쌈은 괜찮았어요,0
밥에서 수세미조각이 나왔습니다 다신 가고 싶지 않은 최악의 음식점입니다 진짜,0
맛이나 간이 괜찮았는데도 양이 너무 적어서 실망스러웠습니다 양 때문에 평점 낮게 주는 경우 없었는데 여기는 좀 심하다는 느낌이었습니다 밥은 반 공기도 넘게 남았는데 이미 고기는 보이지도 않는 수준이에요,0
 년전에 왔을 때 너무 별로였는데 오래 가는 게 신기,0
오삼제육이었나 암튼 돼지고기가 들어간 메뉴를 먹고 집에 가는 내내 배가 꾸룩꾸룩 대더니 집 와서 변기랑 한몸 됐어요 고기가 많지도 않았지만 그래도 재료가 신선한 느낌이라 여기때문이라고는 생각 못 했었는데 생각해보니 그날 아침에 간단히 빵 먹고 멀쩡하다가 저녁 늦게 여기서 먹은거였음,0
이 샊들 이거 상습범이네 낙삼 시켰는데 낙지만있고 삼겹살은 한점인가 있고 애초에 밑반찬 나오는데 미리 세팅해놓고 오래 기다리면 김치에서 물나오는것보고 삼투압이 뭔지 눈으로 확인함 돈 많으면 가세요 근데 돈 많아도 여기 갈바에 번출구 노숙자한테 기부함,0
인이 갔는데 인분 곤드레비빔밥만 늦게 나왔는데 깜빡하고 같이 안나온 것도 아닌데 나온 음식이 밥은 따뜻하지않고 꼬들꼬들 반찬 종류는 오래 전에 요리한듯 역에서 가까워 처음 갔는데 별 하나도 아까움,0
오픈런 했는데 비빔국수 안된대서 못 먹었어요ㅠ아숩 맛은 무난무난 쏘쏘예요,0
번 갈 곳은 아닌듯,0
직원이 다소 불친절함 육회물회 냉동육회 사용으로 종이를 씹는 식감 막걸리는 달달하게 맛있지만 술먹는 느낌이 안남,0
낙지삼겹덮밥을 먹었는데 먹고 하루뒤 배아프고 머리아픔이 시작함 틀째부터 잦은 화장실행및 도 임박하는 고열 잦은 병원 방문 일간의 고생을 한 후 드디어 완치했네요 조심하시길 바랍니다,0
